disposition_ref_number,source,case_ref_number,customer_ref_number,disposition,contact_type,sub_disposition_label,sub_disposition,comment,created_at,promised_amount,followup_datetime,address_ref_number,is_true_visit,location_lat,location_lng
DRN_AMIT_0002,TELECALLING,CR_003_AMIT,CT__AMIT,RTP,RPC,,,Refused to pay,2026-03-13T09:29:00,0,,ADR_3_00,,,
DRN_AMIT_0004,FIELD,CR_003_AMIT,CT__AMIT,RTP,RPC,,,Customer refused to pay,2026-03-13T16:21:00,0,,ADR_3_00,1.0,18.52409999255858,73.8581670930654
DRN_AMIT_0065,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-13T16:32:00,0,,ADR_3_00,,,
DRN_RIYA_0091,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-13T17:30:00,0,,ADR_2_00,,,
DRN_NJAY_0002,AUTODIALER,CR_009_SANJAY,CT_ANJAY,FPTP,RPC,Payment Mode,Online,,2026-03-14T09:59:00,0,2026-04-09T00:00:00,ADR_9_00,,,
DRN_AMIT_0012,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-03-14T11:33:00,0,,ADR_3_00,,,
DRN_RIYA_0164,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-03-14T11:33:00,0,,ADR_2_00,,,
DRN_RIYA_0047,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-03-14T12:31:00,0,,ADR_2_00,,,
DRN_AMIT_0140,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-03-14T12:40:00,0,,ADR_3_00,1.0,18.520283114084336,73.8574196696475
DRN_AMIT_0182,VOICEBOT,CR_003_AMIT,CT__AMIT,UTP,RPC,UTP Reason,Medical Issue,,2026-03-14T14:00:00,0,,ADR_3_00,,,
DRN_AMIT_0170,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-14T14:15:00,0,,ADR_3_00,,,
DRN_AMIT_0061,AUTODIALER,CR_003_AMIT,CT__AMIT,FPTP,RPC,Payment Mode,Online,,2026-03-15T17:55:00,0,2026-04-01T00:00:00,ADR_3_00,,,
DRN_RIYA_0156,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-03-16T17:21:00,0,,ADR_2_00,,,
DRN_AMIT_0057,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-03-16T18:48:00,0,,ADR_3_00,,,
DRN_AMIT_0082,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-03-16T19:30:00,0,,ADR_3_00,,,
DRN_AMIT_0064,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-03-17T12:10:00,0,,ADR_3_00,1.0,18.52050995153253,73.85663410566205
DRN_RIYA_0018,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-17T14:35:00,0,,ADR_2_00,,,
DRN_AMIT_0122,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-03-17T14:56:00,0,,ADR_3_00,1.0,18.51952089804864,73.85637443264532
DRN_RIYA_0174,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-17T15:21:00,0,,ADR_2_00,,,
DRN_RIYA_0057,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-03-17T15:24:00,0,,ADR_2_00,,,
DRN_AMIT_0197,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-03-18T10:50:00,0,,ADR_3_00,,,
DRN_AMIT_0146,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-03-18T12:37:00,0,,ADR_3_00,,,
DRN_AMIT_0118,TELECALLING,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Number busy,,2026-03-18T19:09:00,0,,ADR_3_00,,,
DRN_RIYA_0147,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-19T10:10:00,0,,ADR_2_00,,,
DRN_OOJA_0004,AUTODIALER,CR_010_POOJA,CT_POOJA,NC,NC,NC Reason,Not Reachable,,2026-03-19T11:14:00,0,,ADR_10_00,,,
DRN_AMIT_0005,FIELD,CR_003_AMIT,CT__AMIT,NOT_PRESENT,NC,,,,2026-03-19T11:28:00,0,,ADR_3_00,1.0,18.51976047933569,73.85660275535813
DRN_AMIT_0191,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Number busy,,2026-03-19T16:09:00,0,,ADR_3_00,,,
DRN_RIYA_0189,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-03-20T10:23:00,0,,ADR_2_00,,,
DRN_AMIT_0151,AUTODIALER,CR_003_AMIT,CT__AMIT,UTP,RPC,UTP Reason,Medical Issue,,2026-03-20T11:14:00,0,,ADR_3_00,,,
DRN_AMIT_0156,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-03-20T15:51:00,0,,ADR_3_00,,,
DRN_RIYA_0069,FIELD,CR_002_PRIYA,CT_PRIYA,OS,NC,,,,2026-03-21T11:57:00,0,,ADR_2_00,1.0,19.076903853768464,72.87769152945891
DRN_AMIT_0180,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-21T13:12:00,0,,ADR_3_00,,,
DRN_AMIT_0049,TELECALLING,CR_003_AMIT,CT__AMIT,BPTP,RPC,,,,2026-03-21T17:56:00,0,,ADR_3_00,,,
DRN_RJUN_0010,FIELD,CR_007_ARJUN,CT_ARJUN,NOT_PRESENT,NC,,,,2026-03-21T18:11:00,0,,ADR_7_00,1.0,17.385260840218173,78.48688898254973
DRN_AMIT_0196,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-22T09:11:00,0,,ADR_3_00,,,
DRN_AMIT_0127,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-03-22T10:53:00,0,,ADR_3_00,,,
DRN_AMIT_0125,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-22T13:46:00,0,,ADR_3_00,,,
DRN_AMIT_0099,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-22T14:33:00,0,,ADR_3_00,,,
DRN_RIYA_0054,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-22T16:35:00,0,,ADR_2_00,,,
DRN_AMIT_0043,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-03-22T18:14:00,0,,ADR_3_00,,,
DRN_VITA_0121,TELECALLING,CR_008_KAVITA,CT_AVITA,DNC,RPC,Type,Temporary,Customer requested no contact,2026-03-23T13:20:00,0,,ADR_001,,,
DRN_AMIT_0007,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-03-23T16:07:00,0,,ADR_3_00,,,
DRN_RIYA_0117,TELECALLING,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-03-23T16:14:00,0,,ADR_2_00,,,
DRN_AMIT_0010,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-23T16:51:00,0,,ADR_3_00,,,
DRN_RIYA_0053,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-24T14:18:00,0,,ADR_2_00,,,
DRN_AMIT_0071,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-03-24T19:56:00,0,,ADR_3_00,,,
DRN_AMIT_0014,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-03-25T09:33:00,0,2026-03-27T00:00:00,ADR_3_00,,,
DRN_RIYA_0084,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-03-25T12:15:00,0,,ADR_2_00,,,
DRN_EERA_0009,TELECALLING,CR_006_MEERA,CT_MEERA,UTP,RPC,UTP Reason,Medical Issue,,2026-03-25T13:06:00,0,,ADR_6_00,,,
DRN_RIYA_0051,FIELD,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,"Spoke briefly, busy",2026-03-25T15:56:00,0,2026-03-29T00:00:00,ADR_2_00,1.0,19.07563866625789,72.87734301411807
DRN_VITA_0057,FIELD,CR_008_KAVITA,CT_AVITA,NOT_PRESENT,NC,,,,2026-03-25T16:45:00,0,,ADR_8_00,1.0,22.57197186036211,88.3632628786826
DRN_RIYA_0186,FIELD,CR_002_PRIYA,CT_PRIYA,PARTIAL_PAID,RPC,,,Customer paid partial amount,2026-03-25T19:35:00,0,,ADR_2_00,1.0,19.076331130486988,72.87706653655249
DRN_AMIT_0029,TELECALLING,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-03-26T10:33:00,0,,ADR_3_00,,,
DRN_AMIT_0022,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Not Reachable,,2026-03-26T11:34:00,0,,ADR_3_00,,,
DRN_AMIT_0119,AUTODIALER,CR_003_AMIT,CT__AMIT,UTP,RPC,UTP Reason,Unexpected Family Expense,,2026-03-26T11:44:00,0,,ADR_3_00,,,
DRN_RIYA_0093,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-26T13:47:00,0,,ADR_2_00,,,
DRN_RIYA_0046,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Number busy,,2026-03-26T17:16:00,0,,ADR_2_00,,,
DRN_RIYA_0121,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-03-26T18:41:00,0,,ADR_2_00,,,
DRN_RIYA_0021,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-03-27T09:51:00,0,,ADR_2_00,,,
DRN_AMIT_0144,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-03-27T12:36:00,0,,ADR_3_00,1.0,18.519996920667282,73.85768862314967
DRN_RIYA_0065,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-27T13:20:00,0,,ADR_2_00,,,
DRN_RIYA_0082,TELECALLING,CR_002_PRIYA,CT_PRIYA,CB,RPC,,,Will call back,2026-03-27T16:11:00,0,,ADR_2_00,,,
DRN_AMIT_0169,FIELD,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Online,Customer travelling,2026-03-27T16:24:00,0,2026-03-31T00:00:00,ADR_3_00,1.0,18.525355326688636,73.85430517517311
DRN_RIYA_0153,TELECALLING,CR_002_PRIYA,CT_PRIYA,FPTP,RPC,Payment Mode,Online,,2026-03-27T19:10:00,0,2026-04-25T00:00:00,ADR_2_00,,,
DRN_RIYA_0020,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-03-27T19:52:00,0,,ADR_2_00,,,
DRN_RIYA_0154,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-03-28T09:24:00,0,,ADR_2_00,1.0,19.076788988838413,72.87735610715417
DRN_RIYA_0110,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-28T11:16:00,0,,ADR_2_00,,,
DRN_VITA_0013,FIELD,CR_008_KAVITA,CT_AVITA,UTP,RPC,UTP Reason,Medical Issue,"Door was locked, neighbours unaware",2026-03-28T16:17:00,0,,ADR_8_00,1.0,22.573138231967793,88.36747550173135
DRN_RIYA_0032,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-03-29T15:05:00,0,,ADR_2_00,,,
DRN_RIYA_0163,TELECALLING,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-29T19:57:00,0,,ADR_2_00,,,
DRN_KRAM_0071,TELECALLING,CR_005_VIKRAM,CT_IKRAM,WN,NC,,,,2026-03-30T10:25:00,0,,ADR_5_00,,,
DRN_AMIT_0083,FIELD,CR_003_AMIT,CT__AMIT,UTP,RPC,UTP Reason,Unexpected Family Expense,Will pay after salary,2026-03-30T12:21:00,0,,ADR_3_00,1.0,18.519409186651348,73.85729347236033
DRN_RIYA_0105,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-03-30T15:06:00,0,,ADR_2_00,,,
DRN_AMIT_0056,AUTODIALER,CR_003_AMIT,CT__AMIT,BPTP,RPC,,,,2026-03-30T18:04:00,0,,ADR_3_00,,,
DRN_RIYA_0083,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-03-31T13:18:00,0,,ADR_2_00,,,
DRN_RIYA_0141,TELECALLING,CR_002_PRIYA,CT_PRIYA,LB,RPC,,,,2026-03-31T17:50:00,0,,ADR_2_00,,,
DRN_RIYA_0070,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-01T09:13:00,0,,ADR_2_00,,,
DRN_AMIT_0079,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,"Door was locked, neighbours unaware",2026-04-01T09:43:00,0,2026-04-07T00:00:00,ADR_3_00,,,
DRN_AMIT_0074,FIELD,CR_003_AMIT,CT__AMIT,PARTIAL_PAID,RPC,,,Customer paid partial amount,2026-04-01T17:19:00,0,,ADR_3_00,1.0,18.519470781517285,73.85738092427167
DRN_AMIT_0153,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-04-02T09:12:00,0,,ADR_3_00,1.0,18.519430414242514,73.85623800763292
DRN_RIYA_0074,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-03T10:03:00,0,,ADR_2_00,,,
DRN_AMIT_0185,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Auto Disconnect,,2026-04-03T16:11:00,0,,ADR_3_00,,,
DRN_RIYA_0197,VOICEBOT,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-03T17:05:00,0,,ADR_2_00,,,
DRN_AMIT_0124,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-04-03T18:49:00,0,,ADR_3_00,,,
DRN_AMIT_0066,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-04-03T18:57:00,0,,ADR_3_00,,,
DRN_AMIT_0150,FIELD,CR_003_AMIT,CT__AMIT,NOT_PRESENT,NC,,,,2026-04-04T09:57:00,0,,ADR_3_00,1.0,18.520796847756277,73.85715700867505
DRN_RIYA_0112,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RTP,RPC,,,Refused to pay,2026-04-04T11:50:00,0,,ADR_2_00,,,
DRN_RIYA_0101,FIELD,CR_002_PRIYA,CT_PRIYA,NOT_PRESENT,NC,,,,2026-04-04T12:02:00,0,,ADR_2_00,1.0,19.075718415336656,72.87699893428456
DRN_RIYA_0015,FIELD,CR_002_PRIYA,CT_PRIYA,PARTIAL_PAID,RPC,,,Customer paid partial amount,2026-04-04T13:50:00,0,,ADR_2_00,1.0,19.07589670439962,72.87726219398033
DRN_AMIT_0038,TELECALLING,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-04-04T13:50:00,0,,ADR_3_00,,,
DRN_AMIT_0001,TELECALLING,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,Mother said son not home,2026-04-04T15:07:00,0,2026-04-08T00:00:00,ADR_3_00,,,
DRN_EERA_0016,TELECALLING,CR_006_MEERA,CT_MEERA,DNC,RPC,Type,Temporary,Customer requested no contact,2026-04-04T15:32:00,0,2026-05-15T00:00:00,ADR_001,,,
DRN_RIYA_0149,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-04T16:02:00,0,,ADR_2_00,,,
DRN_RIYA_0014,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-04T17:57:00,0,,ADR_2_00,,,
DRN_AMIT_0027,TELECALLING,CR_003_AMIT,CT__AMIT,FPTP,RPC,Payment Mode,Online,,2026-04-04T19:02:00,0,2026-04-25T00:00:00,ADR_3_00,,,
DRN_JESH_0002,VOICEBOT,CR_001_RAJESH,CT_AJESH,PTP,RPC,Payment Mode,Casa Debit,"Door was locked, neighbours unaware",2026-04-04T19:11:00,0,2026-04-06T00:00:00,ADR_1_00,,,
DRN_RIYA_0009,FIELD,CR_002_PRIYA,CT_PRIYA,NOT_PRESENT,NC,,,,2026-04-05T11:03:00,0,,ADR_2_00,1.0,19.07551872959054,72.87753802510551
DRN_AMIT_0131,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Number busy,,2026-04-05T14:20:00,0,,ADR_3_00,,,
DRN_RIYA_0199,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-05T15:49:00,0,,ADR_2_00,,,
DRN_RIYA_0177,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,"Door was locked, neighbours unaware",2026-04-05T18:03:00,0,2026-04-12T00:00:00,ADR_2_00,,,
DRN_KRAM_0167,TELECALLING,CR_005_VIKRAM,CT_IKRAM,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-04-06T09:58:00,0,,ADR_5_01,,,
DRN_RIYA_0172,TELECALLING,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Out of Service,,2026-04-06T10:32:00,0,,ADR_2_00,,,
DRN_AMIT_0115,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-06T15:14:00,0,,ADR_3_00,,,
DRN_RIYA_0031,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-06T17:20:00,0,,ADR_2_00,,,
DRN_RIYA_0011,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-06T18:46:00,0,,ADR_2_00,,,
DRN_OOJA_0002,AUTODIALER,CR_010_POOJA,CT_POOJA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-04-06T19:50:00,0,,ADR_10_00,,,
DRN_RIYA_0126,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-04-07T09:17:00,0,2026-04-14T00:00:00,ADR_2_00,,,
DRN_AMIT_0081,TELECALLING,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-04-07T11:22:00,0,,ADR_3_00,,,
DRN_RIYA_0128,AUTODIALER,CR_002_PRIYA,CT_PRIYA,DOUBTFUL,RPC,,,Did not give straight answer on payment date,2026-04-08T12:56:00,0,,ADR_2_00,,,
DRN_RIYA_0098,VOICEBOT,CR_002_PRIYA,CT_PRIYA,DOUBTFUL,RPC,,,"Behaviour seems different from last visit, not committing",2026-04-08T13:08:00,0,,ADR_2_00,,,
DRN_RIYA_0160,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,No Answer,,2026-04-08T14:42:00,0,,ADR_2_00,,,
DRN_KRAM_0034,VOICEBOT,CR_005_VIKRAM,CT_IKRAM,LB,RPC,,,,2026-04-08T15:49:00,0,,ADR_5_01,,,
DRN_RIYA_0170,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-08T16:44:00,0,,ADR_2_00,,,
DRN_RIYA_0096,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RTP,RPC,,,Refused to pay,2026-04-09T10:36:00,0,,ADR_2_00,,,
DRN_AMIT_0008,VOICEBOT,CR_003_AMIT,CT__AMIT,BPTP,RPC,,,,2026-04-10T10:16:00,0,,ADR_3_00,,,
DRN_RIYA_0085,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-10T13:15:00,0,,ADR_2_00,,,
DRN_AMIT_0190,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Spouse,Spoke to family member,2026-04-10T15:02:00,0,,ADR_3_00,,,
DRN_AMIT_0098,VOICEBOT,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Out of Service,,2026-04-10T18:42:00,0,,ADR_3_00,,,
DRN_OOJA_0018,AUTODIALER,CR_010_POOJA,CT_POOJA,LB,RPC,,,,2026-04-11T12:59:00,0,,ADR_10_00,,,
DRN_AMIT_0054,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Number busy,,2026-04-11T17:31:00,0,,ADR_3_00,,,
DRN_AMIT_0090,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-04-11T18:20:00,0,,ADR_3_00,,,
DRN_RIYA_0151,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-11T18:37:00,0,,ADR_2_00,,,
DRN_AMIT_0157,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-04-11T19:07:00,0,,ADR_3_00,1.0,18.521382024464618,73.85735111144183
DRN_RIYA_0169,TELECALLING,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-12T12:31:00,0,,ADR_2_00,,,
DRN_RIYA_0108,AUTODIALER,CR_002_PRIYA,CT_PRIYA,LB,RPC,,,,2026-04-12T16:18:00,0,,ADR_2_00,,,
DRN_RIYA_0135,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-13T15:16:00,0,,ADR_2_00,,,
DRN_AMIT_0181,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-04-13T18:09:00,0,,ADR_3_00,,,
DRN_AMIT_0032,FIELD,CR_003_AMIT,CT__AMIT,DL,NC,,,,2026-04-13T18:14:00,0,,ADR_3_00,1.0,18.52107949444732,73.85691990520797
DRN_KRAM_0029,AUTODIALER,CR_005_VIKRAM,CT_IKRAM,CB,RPC,,,Will call back,2026-04-13T19:34:00,0,,ADR_5_00,,,
DRN_RIYA_0107,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-13T19:50:00,0,,ADR_2_00,,,
DRN_AMIT_0031,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-14T10:32:00,0,,ADR_3_00,,,
DRN_AMIT_0108,FIELD,CR_003_AMIT,CT__AMIT,NOT_PRESENT,NC,,,,2026-04-14T11:23:00,0,,ADR_3_00,1.0,18.521235009779456,73.85744154896072
DRN_RIYA_0012,TELECALLING,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,No commitment given,2026-04-14T12:17:00,0,2026-04-20T00:00:00,ADR_2_00,,,
DRN_RIYA_0016,FIELD,CR_002_PRIYA,CT_PRIYA,NOT_PRESENT,NC,,,,2026-04-14T15:56:00,0,,ADR_2_00,1.0,19.075439175661604,72.87860500825784
DRN_AMIT_0041,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-15T13:22:00,0,,ADR_3_00,,,
DRN_AMIT_0102,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Number busy,,2026-04-15T13:41:00,0,,ADR_3_00,,,
DRN_AMIT_0086,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-04-15T17:04:00,0,,ADR_3_00,1.0,18.520538371323987,73.85627901148749
DRN_AMIT_0088,TELECALLING,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-16T09:22:00,0,,ADR_3_00,,,
DRN_RIYA_0142,TELECALLING,CR_002_PRIYA,CT_PRIYA,RTP,RPC,,,Refused to pay,2026-04-16T10:27:00,0,,ADR_2_00,,,
DRN_RIYA_0089,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-16T14:09:00,0,,ADR_2_00,,,
DRN_AMIT_0165,AUTODIALER,CR_003_AMIT,CT__AMIT,NC,NC,NC Reason,Out of Service,,2026-04-16T15:18:00,0,,ADR_3_00,,,
DRN_RIYA_0159,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-16T16:13:00,0,,ADR_2_00,,,
DRN_RIYA_0166,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-17T11:13:00,0,,ADR_2_00,,,
DRN_AMIT_0103,AUTODIALER,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-04-17T12:34:00,0,,ADR_3_00,,,
DRN_RIYA_0138,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Auto Disconnect,,2026-04-17T13:10:00,0,,ADR_2_00,,,
DRN_AMIT_0047,AUTODIALER,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Father,Spoke to family member,2026-04-17T16:25:00,0,,ADR_3_00,,,
DRN_RIYA_0044,TELECALLING,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-17T16:29:00,0,,ADR_2_00,,,
DRN_RIYA_0006,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-04-18T11:37:00,0,,ADR_2_00,1.0,19.075340007319944,72.8769540767346
DRN_AMIT_0139,VOICEBOT,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-04-18T13:38:00,0,,ADR_3_00,,,
DRN_AMIT_0158,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-04-18T18:00:00,0,,ADR_3_00,1.0,18.520497896496472,73.85633123238766
DRN_AMIT_0044,FIELD,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Online,Mother said son not home,2026-04-18T18:57:00,0,2026-04-20T00:00:00,ADR_3_00,1.0,18.52462977184207,73.86191044577963
DRN_AMIT_0179,AUTODIALER,CR_003_AMIT,CT__AMIT,UTP,RPC,UTP Reason,Loss of income,,2026-04-18T19:03:00,0,,ADR_3_00,,,
DRN_RIYA_0034,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-18T19:14:00,0,,ADR_2_00,,,
DRN_RIYA_0035,TELECALLING,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-19T14:46:00,0,,ADR_2_00,,,
DRN_AMIT_0176,TELECALLING,CR_003_AMIT,CT__AMIT,DOUBTFUL,RPC,,,"Avoided discussing the loan amount, kept changing topic",2026-04-20T09:52:00,0,,ADR_3_00,,,
DRN_KRAM_0036,FIELD,CR_005_VIKRAM,CT_IKRAM,DL,NC,,,,2026-04-20T10:54:00,0,,ADR_5_00,1.0,13.083478041803433,80.27076836579612
DRN_RIYA_0041,FIELD,CR_002_PRIYA,CT_PRIYA,ANF,NC,,,,2026-04-20T19:18:00,0,,ADR_2_00,1.0,19.076691062500814,72.87685347974717
